virality_percentile,n_not_viral,n_viral,viral_pct,imbalance_ratio
0.8,19793,4949,0.20002425026271117,3.999393816932714
0.85,21030,3712,0.15002829197316303,5.665409482758621
0.9,22264,2478,0.10015358499717081,8.984665052461663
0.95,23501,1241,0.050157626707622666,18.937147461724415
