cluster,posts,viral_rate,avg_engagement,avg_likes,avg_comments,avg_hashtags,avg_caption_len,avg_followers,pct_video,pct_verified,avg_hour,cluster_label
0,21311,0.10276383088545821,0.09913988562311866,128.37145136314578,4.287879498850359,14.955515930739994,442.5605086575008,3663.2193233541366,9.384824738398011e-05,0.0,12.6760358500305,High-viral / image-heavy / smaller-account
1,3407,0.08453184619900206,0.08618935783522018,218.1925447607866,4.862635749926621,13.471969474611095,356.3982976225418,5188.962136777223,1.0,0.0,12.651599647783975,video-heavy / large-account
2,24,0.0,0.029141410583575986,141.875,5.291666666666667,14.541666666666666,1010.5,5358.5,0.0,1.0,12.916666666666666,Low-viral / image-heavy / large-account
